TransactionID,Date,Time,LaborHours,InventoryCost,FootTraffic,CustomerID,SalesAmount,LaborProductivity,InventoryEfficiency,FootTrafficEfficiency
557,1/24/2026,4:00:00 AM,7,298,89,557,706.9224945,100.9889278,2.372223136,7.942949376
558,1/24/2026,5:00:00 AM,7,288,56,558,537.4848014,76.78354306,1.866266671,9.597942882
559,1/24/2026,6:00:00 AM,5,278,126,559,900.1962572,180.0392514,3.238116033,7.14441474
560,1/24/2026,7:00:00 AM,6,116,133,560,941.6492078,156.9415346,8.117665584,7.080069231
561,1/24/2026,8:00:00 AM,5,100,152,561,982.0197333,196.4039467,9.820197333,6.46065614
562,1/24/2026,9:00:00 AM,7,146,34,562,350.6566303,50.09380433,2.401757742,10.3134303
563,1/24/2026,10:00:00 AM,3,141,45,563,386.7394238,128.9131413,2.742832793,8.594209419
564,1/24/2026,11:00:00 AM,4,313,60,564,550.9713522,137.742838,1.76029186,9.18285587
565,1/24/2026,12:00:00 PM,2,467,24,565,326.8948746,163.4474373,0.699989025,13.62061977
566,1/24/2026,1:00:00 PM,3,340,77,566,598.8286409,199.609547,1.761260709,7.776995336
567,1/24/2026,2:00:00 PM,5,145,30,567,250.7219675,50.14439349,1.729117017,8.357398916
568,1/24/2026,3:00:00 PM,6,137,150,568,1008.373509,168.0622514,7.360390574,6.722490058
569,1/24/2026,4:00:00 PM,1,127,28,569,207.0217979,207.0217979,1.630092897,7.393635638
570,1/24/2026,5:00:00 PM,5,337,43,570,413.1679865,82.6335973,1.226017764,9.608557826
571,1/24/2026,6:00:00 PM,6,169,87,571,664.486589,110.7477648,3.931873308,7.637776886
572,1/24/2026,7:00:00 PM,4,351,134,572,959.0433679,239.760842,2.732317288,7.157040059
573,1/24/2026,8:00:00 PM,5,449,126,573,970.8636412,194.1727282,2.162279824,7.705266993
574,1/24/2026,9:00:00 PM,7,214,61,574,571.278819,81.61125986,2.669527192,9.365226541
575,1/24/2026,10:00:00 PM,1,231,36,575,288.1061334,288.1061334,1.247212699,8.002948149
576,1/24/2026,11:00:00 PM,6,447,166,576,1178.613991,196.4356651,2.636720337,7.100084281
577,1/25/2026,12:00:00 AM,6,272,165,577,1140.548772,190.091462,4.193194015,6.9124168
578,1/25/2026,1:00:00 AM,6,360,44,578,479.5076541,79.91794235,1.331965706,10.89790123
579,1/25/2026,2:00:00 AM,4,481,145,579,1094.638314,273.6595784,2.27575533,7.549229749
580,1/25/2026,3:00:00 AM,5,56,153,580,1021.982556,204.3965112,18.2496885,6.679624548
581,1/25/2026,4:00:00 AM,4,379,115,581,902.7221192,225.6805298,2.381852557,7.849757558
582,1/25/2026,5:00:00 AM,2,312,173,582,1156.009108,578.004554,3.705157397,6.682133572
583,1/25/2026,6:00:00 AM,2,210,167,583,1156.564984,578.2824922,5.507452307,6.925538829
584,1/25/2026,7:00:00 AM,5,200,155,584,1089.545614,217.9091228,5.44772807,7.029326542
585,1/25/2026,8:00:00 AM,7,134,11,585,135.4953759,19.35648227,1.011159522,12.31776144
586,1/25/2026,9:00:00 AM,4,196,186,586,1288.819759,322.2049397,6.575611015,6.929138489
587,1/25/2026,10:00:00 AM,1,161,86,587,556.2904017,556.2904017,3.455219886,6.468493043
588,1/25/2026,11:00:00 AM,6,430,141,588,1033.976964,172.3294941,2.404597591,7.33316996
589,1/25/2026,12:00:00 PM,6,452,99,589,835.3131333,139.2188555,1.848037906,8.437506397
590,1/25/2026,1:00:00 PM,5,85,98,590,636.3545858,127.2709172,7.486524539,6.493414141
591,1/25/2026,2:00:00 PM,7,334,103,591,802.3359231,114.6194176,2.402203362,7.789669156
592,1/25/2026,3:00:00 PM,2,237,16,592,243.8129562,121.9064781,1.028746651,15.23830976
593,1/25/2026,4:00:00 PM,2,131,104,593,709.9865274,354.9932637,5.419744484,6.826793532
594,1/25/2026,5:00:00 PM,6,51,117,594,831.6671934,138.6111989,16.30719987,7.10826661
595,1/25/2026,6:00:00 PM,5,434,83,595,683.492682,136.6985364,1.574867931,8.23485159
596,1/25/2026,7:00:00 PM,4,352,48,596,407.4489,101.862225,1.157525284,8.488518751
597,1/25/2026,8:00:00 PM,2,246,150,597,1025.004523,512.5022614,4.166685052,6.833363486
598,1/25/2026,9:00:00 PM,4,453,168,598,1231.807685,307.9519212,2.719222262,7.332188599
599,1/25/2026,10:00:00 PM,7,60,80,599,629.5498016,89.93568594,10.49249669,7.86937252
600,1/25/2026,11:00:00 PM,2,283,65,600,511.1720769,255.5860385,1.806261756,7.864185799
601,1/26/2026,12:00:00 AM,2,435,179,601,1205.487953,602.7439763,2.771236673,6.734569568
602,1/26/2026,1:00:00 AM,3,244,198,602,1379.333088,459.7776959,5.653004458,6.966328725
603,1/26/2026,2:00:00 AM,2,168,51,603,400.7936233,200.3968116,2.385676329,7.858698496
604,1/26/2026,3:00:00 AM,1,445,193,604,1301.283401,1301.283401,2.924232361,6.74240104
605,1/26/2026,4:00:00 AM,5,69,45,605,360.6165229,72.12330458,5.226326418,8.013700508
606,1/26/2026,5:00:00 AM,5,310,93,606,730.4879243,146.0975849,2.356412659,7.854708864
607,1/26/2026,6:00:00 AM,4,342,127,607,956.6882479,239.172062,2.797334058,7.53297833
608,1/26/2026,7:00:00 AM,7,471,16,608,347.9888437,49.71269196,0.738829817,21.74930273
609,1/26/2026,8:00:00 AM,2,305,63,609,525.2553946,262.6276973,1.722148835,8.337387216
610,1/26/2026,9:00:00 AM,1,271,138,610,928.8419306,928.8419306,3.427460999,6.730738628
611,1/26/2026,10:00:00 AM,4,442,181,611,1275.229383,318.8073458,2.885134351,7.045466206
612,1/26/2026,11:00:00 AM,3,275,129,612,920.7375118,306.9125039,3.348136407,7.137500091
613,1/26/2026,12:00:00 PM,4,102,182,613,1200.698581,300.1746453,11.77155472,6.597244951
614,1/26/2026,1:00:00 PM,4,477,115,614,888.0109764,222.0027441,1.861658232,7.721834578
615,1/26/2026,2:00:00 PM,2,404,56,615,464.7237913,232.3618956,1.150306414,8.29863913
616,1/26/2026,3:00:00 PM,3,391,132,616,964.5518674,321.5172891,2.466884571,7.307211117
617,1/26/2026,4:00:00 PM,4,413,150,617,1086.25046,271.562615,2.630146392,7.241669734
618,1/26/2026,5:00:00 PM,1,329,128,618,865.0538486,865.0538486,2.629343005,6.758233192
619,1/26/2026,6:00:00 PM,1,130,159,619,982.7279855,982.7279855,7.559446042,6.180679154
620,1/26/2026,7:00:00 PM,5,251,127,620,924.6142753,184.9228551,3.683722212,7.280427365
621,1/26/2026,8:00:00 PM,3,207,30,621,303.6028517,101.2009506,1.466680443,10.12009506
622,1/26/2026,9:00:00 PM,3,169,146,622,960.8990366,320.2996789,5.685793116,6.58150025
623,1/26/2026,10:00:00 PM,5,108,35,623,300.0018889,60.00037778,2.777795268,8.571482541
624,1/26/2026,11:00:00 PM,4,264,18,624,222.2923443,55.57308608,0.842016456,12.34957468
625,1/27/2026,12:00:00 AM,3,177,24,625,253.5676482,84.52254939,1.432585583,10.56531867
626,1/27/2026,1:00:00 AM,1,273,19,626,186.7806878,186.7806878,0.684178344,9.830562515
627,1/27/2026,2:00:00 AM,1,258,131,627,945.6340371,945.6340371,3.665248206,7.218580436
628,1/27/2026,3:00:00 AM,2,419,130,628,923.3915569,461.6957785,2.203798465,7.103011976
629,1/27/2026,4:00:00 AM,3,164,134,629,825.4435717,275.1478572,5.03319251,6.160026654
630,1/27/2026,5:00:00 AM,4,258,179,630,1210.49485,302.6237125,4.691840504,6.762541061
631,1/27/2026,6:00:00 AM,5,63,81,631,577.7089956,115.5417991,9.169984057,7.132209822
632,1/27/2026,7:00:00 AM,5,58,161,632,1091.751557,218.3503114,18.82330271,6.781065572
633,1/27/2026,8:00:00 AM,4,89,58,633,443.3437871,110.8359468,4.981390866,7.643858398
634,1/27/2026,9:00:00 AM,7,499,163,634,1207.684944,172.5264206,2.42021031,7.409110089
635,1/27/2026,10:00:00 AM,6,286,100,635,767.2082438,127.8680406,2.682546307,7.672082438
636,1/27/2026,11:00:00 AM,2,330,46,636,414.8225931,207.4112966,1.257038161,9.01788246
637,1/27/2026,12:00:00 PM,5,408,77,637,594.4585725,118.8917145,1.457006305,7.720241201
638,1/27/2026,1:00:00 PM,3,250,59,638,514.158652,171.3862173,2.056634608,8.714553424
639,1/27/2026,2:00:00 PM,2,295,161,639,1059.564903,529.7824517,3.591745435,6.581148468
640,1/27/2026,3:00:00 PM,3,327,28,640,353.6113146,117.8704382,1.081380167,12.62897552
641,1/27/2026,4:00:00 PM,7,284,109,641,855.9739542,122.2819935,3.013992797,7.852972057
642,1/27/2026,5:00:00 PM,1,53,69,642,463.7878241,463.7878241,8.750713662,6.721562668
643,1/27/2026,6:00:00 PM,2,203,176,643,1181.382703,590.6913515,5.819619227,6.712401722
644,1/27/2026,7:00:00 PM,5,491,98,644,827.4939616,165.4987923,1.685323751,8.443815934
645,1/27/2026,8:00:00 PM,2,78,155,645,1003.586586,501.7932932,12.8664947,6.474752171
646,1/27/2026,9:00:00 PM,2,158,156,646,1008.467507,504.2337534,6.382705739,6.4645353
647,1/27/2026,10:00:00 PM,2,147,173,647,1123.26506,561.6325302,7.641258915,6.492861621
648,1/27/2026,11:00:00 PM,6,264,192,648,1303.575066,217.2625109,4.937784339,6.789453466
649,1/28/2026,12:00:00 AM,2,342,78,649,590.297667,295.1488335,1.72601657,7.567918808
650,1/28/2026,1:00:00 AM,3,124,184,650,1245.140851,415.0469505,10.04145848,6.767069845
651,1/28/2026,2:00:00 AM,1,375,58,651,451.2541924,451.2541924,1.203344513,7.780244697
652,1/28/2026,3:00:00 AM,7,195,117,652,870.1295138,124.3042163,4.462202635,7.437004391
653,1/28/2026,4:00:00 AM,4,177,170,653,1136.504071,284.1260178,6.420926955,6.685318065
654,1/28/2026,5:00:00 AM,2,390,128,654,905.6773658,452.8386829,2.322249656,7.075604421
655,1/28/2026,6:00:00 AM,5,91,158,655,1065.732028,213.1464056,11.71134097,6.745139418
656,1/28/2026,7:00:00 AM,2,405,159,656,1123.191663,561.5958314,2.773312748,7.064098508
657,1/28/2026,8:00:00 AM,5,90,185,657,1184.225425,236.8450849,13.15806027,6.401218511
658,1/28/2026,9:00:00 AM,3,471,46,658,465.3407013,155.1135671,0.987984504,10.1161022
659,1/28/2026,10:00:00 AM,5,83,152,659,979.4289798,195.885796,11.80034915,6.443611709
660,1/28/2026,11:00:00 AM,4,66,172,660,1135.456459,283.8641146,17.20388574,6.601491038
661,1/28/2026,12:00:00 PM,1,214,169,661,1098.494619,1098.494619,5.133152427,6.499968162
662,1/28/2026,1:00:00 PM,5,202,20,662,258.0698966,51.61397932,1.277573746,12.90349483
663,1/28/2026,2:00:00 PM,5,427,147,663,1104.87094,220.9741881,2.587519767,7.516128847
664,1/28/2026,3:00:00 PM,1,125,87,664,566.2346913,566.2346913,4.52987753,6.508444727
665,1/28/2026,4:00:00 PM,4,136,86,665,644.2206588,161.0551647,4.736916609,7.490937893
666,1/28/2026,5:00:00 PM,2,166,194,666,1215.346654,607.6733269,7.321365384,6.264673473
667,1/28/2026,6:00:00 PM,5,411,162,667,1212.656296,242.5312591,2.950501936,7.485532689
668,1/28/2026,7:00:00 PM,1,391,11,668,181.7726645,181.7726645,0.464891725,16.52478768
669,1/28/2026,8:00:00 PM,3,76,73,669,454.914628,151.6382093,5.985718789,6.231707232
670,1/28/2026,9:00:00 PM,1,362,44,670,377.7439527,377.7439527,1.043491582,8.585089835
671,1/28/2026,10:00:00 PM,3,336,16,671,228.5409541,76.18031803,0.680181411,14.28380963
672,1/28/2026,11:00:00 PM,4,183,94,672,668.8177804,167.2044451,3.654741969,7.11508277
673,1/29/2026,12:00:00 AM,2,268,155,673,1047.34944,523.6747202,3.9080203,6.757093164
674,1/29/2026,1:00:00 AM,1,217,76,674,569.0352708,569.0352708,2.622282354,7.487306195
675,1/29/2026,2:00:00 AM,7,147,51,675,449.3488226,64.19268894,3.056794711,8.810761227
676,1/29/2026,3:00:00 AM,7,317,127,676,941.3514729,134.4787818,2.969563006,7.412216322
677,1/29/2026,4:00:00 AM,6,286,134,677,946.0035956,157.6672659,3.30770488,7.059728326
678,1/29/2026,5:00:00 AM,5,358,176,678,1224.354516,244.8709033,3.419984682,6.956559751
679,1/29/2026,6:00:00 AM,4,443,178,679,1204.265255,301.0663137,2.718431726,6.765535139
680,1/29/2026,7:00:00 AM,1,222,33,680,257.8460072,257.8460072,1.161468501,7.81351537
681,1/29/2026,8:00:00 AM,7,450,197,681,1459.321617,208.4745167,3.242936926,7.407723944
682,1/29/2026,9:00:00 AM,5,459,55,682,517.9992239,103.5998448,1.128538614,9.418167707
683,1/29/2026,10:00:00 AM,7,239,28,683,363.5614758,51.93735369,1.521177723,12.98433842
684,1/29/2026,11:00:00 AM,1,171,77,684,491.5055373,491.5055373,2.874301388,6.383188796
685,1/29/2026,12:00:00 PM,3,95,111,685,792.632877,264.210959,8.343503968,7.14083673
686,1/29/2026,1:00:00 PM,1,113,51,686,410.028202,410.028202,3.628568159,8.039768667
687,1/29/2026,2:00:00 PM,6,179,41,687,407.4306467,67.90510778,2.276148864,9.937332846
688,1/29/2026,3:00:00 PM,1,359,176,688,1238.437578,1238.437578,3.449686847,7.036577148
689,1/29/2026,4:00:00 PM,1,412,118,689,857.2737892,857.2737892,2.080761624,7.265032112
690,1/29/2026,5:00:00 PM,6,242,45,690,455.6555134,75.94258557,1.882874022,10.12567808
691,1/29/2026,6:00:00 PM,4,356,106,691,840.6580163,210.1645041,2.361398922,7.930736003
692,1/29/2026,7:00:00 PM,1,230,173,692,1127.391554,1127.391554,4.901702407,6.516714183
693,1/29/2026,8:00:00 PM,6,341,140,693,985.7286762,164.2881127,2.89069993,7.040919115
694,1/29/2026,9:00:00 PM,5,420,82,694,716.6689007,143.3337801,1.706354525,8.739864642
695,1/29/2026,10:00:00 PM,3,331,145,695,1000.144212,333.3814041,3.021583723,6.897546291
696,1/29/2026,11:00:00 PM,3,78,106,696,692.4741054,230.8247018,8.877873146,6.532774579
697,1/30/2026,12:00:00 AM,1,198,132,697,875.3368475,875.3368475,4.420893169,6.631339754
698,1/30/2026,1:00:00 AM,4,316,79,698,645.7884264,161.4471066,2.043634261,8.174537043
699,1/30/2026,2:00:00 AM,4,345,178,699,1236.004039,309.0010098,3.582620403,6.943842916
700,1/30/2026,3:00:00 AM,5,60,22,700,244.0718861,48.81437722,4.067864768,11.09417664
701,1/30/2026,4:00:00 AM,1,213,58,701,405.694286,405.694286,1.904668009,6.994729069
702,1/30/2026,5:00:00 AM,3,162,69,702,506.3188862,168.7729621,3.125425223,7.337954872
703,1/30/2026,6:00:00 AM,4,236,139,703,990.2725635,247.5681409,4.196070184,7.124263047
704,1/30/2026,7:00:00 AM,1,344,197,704,1353.383735,1353.383735,3.934255044,6.869968199
705,1/30/2026,8:00:00 AM,7,281,14,705,337.0930677,48.15615252,1.199619458,24.07807626
706,1/30/2026,9:00:00 AM,4,276,181,706,1241.7893,310.4473251,4.499236596,6.860714367
707,1/30/2026,10:00:00 AM,6,359,36,707,438.9002948,73.15004913,1.222563495,12.19167486
708,1/30/2026,11:00:00 AM,7,147,169,708,1222.547375,174.649625,8.316648809,7.234008136
709,1/30/2026,12:00:00 PM,4,104,158,709,1019.074919,254.7687297,9.798797297,6.449841259
710,1/30/2026,1:00:00 PM,3,160,17,710,213.8909956,71.29699853,1.336818722,12.58182327
711,1/30/2026,2:00:00 PM,2,201,59,711,467.3502885,233.6751442,2.325125813,7.92119133
712,1/30/2026,3:00:00 PM,7,295,76,712,692.9358431,98.99083473,2.348935061,9.117576883
713,1/30/2026,4:00:00 PM,5,455,53,713,495.3857586,99.07715172,1.088759909,9.346901105
714,1/30/2026,5:00:00 PM,5,118,134,714,886.2178265,177.2435653,7.510320563,6.613565869
715,1/30/2026,6:00:00 PM,3,361,67,715,555.9414663,185.3138221,1.540004062,8.297633826
716,1/30/2026,7:00:00 PM,4,338,12,716,244.7318299,61.18295747,0.724058668,20.39431916
717,1/30/2026,8:00:00 PM,1,299,95,717,708.3859186,708.3859186,2.369183674,7.45669388
718,1/30/2026,9:00:00 PM,4,85,79,718,575.0263133,143.7565783,6.76501545,7.278814092
719,1/30/2026,10:00:00 PM,3,288,139,719,960.8576031,320.2858677,3.336311122,6.912644627
720,1/30/2026,11:00:00 PM,5,197,181,720,1232.593843,246.5187687,6.25682154,6.809910737
721,1/31/2026,12:00:00 AM,4,276,11,721,217.8313343,54.45783357,0.789243965,19.80284857
722,1/31/2026,1:00:00 AM,5,293,111,722,881.2504929,176.2500986,3.007680863,7.93919363
723,1/31/2026,2:00:00 AM,7,386,44,723,489.7697683,69.96710976,1.268833597,11.1311311
724,1/31/2026,3:00:00 AM,1,495,107,724,794.0074976,794.0074976,1.604055551,7.420630819
725,1/31/2026,4:00:00 AM,7,414,39,725,476.6882709,68.09832441,1.151420944,12.22277618
726,1/31/2026,5:00:00 AM,5,250,125,726,905.9545596,181.1909119,3.623818238,7.247636477
727,1/31/2026,6:00:00 AM,5,203,17,727,190.7701993,38.15403987,0.939754677,11.22177643
728,1/31/2026,7:00:00 AM,2,499,159,728,1133.230438,566.6152191,2.271002882,7.12723546
729,1/31/2026,8:00:00 AM,2,122,53,729,381.5778526,190.7889263,3.127687317,7.199582125
730,1/31/2026,9:00:00 AM,7,250,195,730,1333.683844,190.5262634,5.334735376,6.839404328
731,1/31/2026,10:00:00 AM,6,345,45,731,494.5674986,82.42791644,1.433528982,10.99038886
732,1/31/2026,11:00:00 AM,7,66,86,732,617.2296121,88.17565887,9.35196382,7.177088513
733,1/31/2026,12:00:00 PM,2,178,40,733,337.0685586,168.5342793,1.893643588,8.426713965
734,1/31/2026,1:00:00 PM,5,266,56,734,486.36429,97.272858,1.82843718,8.685076607
735,1/31/2026,2:00:00 PM,3,110,64,735,465.2308502,155.0769501,4.229371365,7.269232034
736,1/31/2026,3:00:00 PM,7,476,115,736,950.1535887,135.736227,1.996120985,8.262205119
737,1/31/2026,4:00:00 PM,5,153,199,737,1275.672768,255.1345537,8.337730513,6.410415922
738,1/31/2026,5:00:00 PM,3,91,167,738,1080.049827,360.0166089,11.86867941,6.467364232
739,1/31/2026,6:00:00 PM,3,74,130,739,915.8684247,305.2894749,12.37660033,7.045141728
740,1/31/2026,7:00:00 PM,2,88,64,740,393.6970996,196.8485498,4.473830678,6.151517182
741,1/31/2026,8:00:00 PM,7,340,153,741,1123.271761,160.4673944,3.303740474,7.341645497
742,1/31/2026,9:00:00 PM,4,180,21,742,273.6971797,68.42429494,1.520539887,13.03319904
743,1/31/2026,10:00:00 PM,1,278,154,743,1031.448577,1031.448577,3.710246681,6.697718035
744,1/31/2026,11:00:00 PM,2,157,153,744,1015.739009,507.8695043,6.469675214,6.638817049
745,2/1/2026,12:00:00 AM,2,221,149,745,919.0300197,459.5150098,4.158506876,6.167986709
746,2/1/2026,1:00:00 AM,4,484,145,746,1093.147481,273.2868703,2.258569176,7.538948146
747,2/1/2026,2:00:00 AM,1,151,12,747,109.4493538,109.4493538,0.724830158,9.120779484
748,2/1/2026,3:00:00 AM,5,403,153,748,1123.196319,224.6392637,2.787087639,7.341152409
749,2/1/2026,4:00:00 AM,6,61,39,749,341.4169581,56.90282635,5.596999313,8.754280976
750,2/1/2026,5:00:00 AM,7,324,32,750,462.5499909,66.07857012,1.427623429,14.45468721
751,2/1/2026,6:00:00 AM,6,150,101,751,757.4008597,126.2334766,5.049339065,7.499018413
752,2/1/2026,7:00:00 AM,5,93,124,752,843.5212851,168.704257,9.070121345,6.802591009
753,2/1/2026,8:00:00 AM,2,492,113,753,810.3092172,405.1546086,1.646969954,7.170878029
754,2/1/2026,9:00:00 AM,1,354,127,754,886.8344071,886.8344071,2.505181941,6.982948087
755,2/1/2026,10:00:00 AM,2,494,14,755,286.8968664,143.4484332,0.580762887,20.49263331
756,2/1/2026,11:00:00 AM,3,66,113,756,740.3834432,246.7944811,11.21793096,6.552065869
757,2/1/2026,12:00:00 PM,2,379,117,757,830.5303092,415.2651546,2.191372847,7.098549651
758,2/1/2026,1:00:00 PM,2,106,74,758,488.6224001,244.3112,4.609645284,6.603005407
759,2/1/2026,2:00:00 PM,5,360,130,759,979.0542431,195.8108486,2.71959512,7.531186485
760,2/1/2026,3:00:00 PM,5,352,39,760,437.3816382,87.47632764,1.242561472,11.2149138
761,2/1/2026,4:00:00 PM,5,61,158,761,1082.136303,216.4272607,17.7399394,6.848963946
762,2/1/2026,5:00:00 PM,6,367,93,762,728.2500032,121.3750005,1.984332434,7.830645196
763,2/1/2026,6:00:00 PM,3,129,159,763,1053.479327,351.1597756,8.166506409,6.625656143
764,2/1/2026,7:00:00 PM,5,265,41,764,396.8488814,79.36977627,1.497542949,9.679241009
765,2/1/2026,8:00:00 PM,1,388,170,765,1148.632974,1148.632974,2.960394263,6.756664552
766,2/1/2026,9:00:00 PM,6,313,25,766,345.9547756,57.65912927,1.105286823,13.83819102
767,2/1/2026,10:00:00 PM,4,198,47,767,413.6296876,103.4074219,2.089038826,8.800631651
768,2/1/2026,11:00:00 PM,1,130,151,768,975.8630432,975.8630432,7.506638794,6.46266916
769,2/2/2026,12:00:00 AM,7,264,45,769,422.4758642,60.35369489,1.600287365,9.388352539
770,2/2/2026,1:00:00 AM,7,423,160,770,1169.405658,167.0579511,2.764552382,7.308785361
771,2/2/2026,2:00:00 AM,1,247,123,771,871.6760483,871.6760483,3.529052827,7.08679714
772,2/2/2026,3:00:00 AM,5,249,75,772,593.082826,118.6165652,2.381858739,7.907771013
773,2/2/2026,4:00:00 AM,4,74,114,773,775.3804319,193.845108,10.47811395,6.801582736
774,2/2/2026,5:00:00 AM,4,138,94,774,697.0399894,174.2599973,5.051014416,7.415319036
775,2/2/2026,6:00:00 AM,6,317,11,775,265.0032922,44.16721536,0.835972531,24.09120838
776,2/2/2026,7:00:00 AM,4,192,84,776,637.9956789,159.4989197,3.322894161,7.595186654
777,2/2/2026,8:00:00 AM,7,108,76,777,620.2373304,88.60533291,5.742938244,8.161017505
778,2/2/2026,9:00:00 AM,3,459,189,778,1253.200087,417.7333624,2.730283414,6.630688292
779,2/2/2026,10:00:00 AM,5,414,199,779,1378.501495,275.7002991,3.329713757,6.927143193
780,2/2/2026,11:00:00 AM,4,75,160,780,1056.558174,264.1395435,14.08744232,6.603488587
781,2/2/2026,12:00:00 PM,6,96,163,781,1138.429329,189.7382215,11.85863885,6.984229014
782,2/2/2026,1:00:00 PM,7,337,64,782,592.0828668,84.58326668,1.756922453,9.251294794
783,2/2/2026,2:00:00 PM,3,315,15,783,204.1585061,68.05283538,0.648122242,13.61056708
784,2/2/2026,3:00:00 PM,2,65,172,784,1056.957419,528.4787093,16.26088336,6.14510127
785,2/2/2026,4:00:00 PM,2,248,159,785,1084.915836,542.4579181,4.374660629,6.823370038
786,2/2/2026,5:00:00 PM,3,450,180,786,1253.466793,417.8222642,2.785481761,6.963704403
787,2/2/2026,6:00:00 PM,7,456,152,787,1153.583999,164.7977141,2.529789471,7.589368412
788,2/2/2026,7:00:00 PM,6,331,95,788,777.7509058,129.625151,2.349700622,8.18685164
789,2/2/2026,8:00:00 PM,3,135,69,789,412.4542895,137.4847632,3.055216959,5.977598399
790,2/2/2026,9:00:00 PM,5,299,110,790,884.7110253,176.9422051,2.95889975,8.042827503
791,2/2/2026,10:00:00 PM,5,440,21,791,311.0677849,62.21355699,0.706972239,14.81275166
792,2/2/2026,11:00:00 PM,2,319,58,792,480.9580911,240.4790455,1.507705615,8.292380881
793,2/3/2026,12:00:00 AM,4,384,51,793,430.0590896,107.5147724,1.119945546,8.432531169
794,2/3/2026,1:00:00 AM,6,166,175,794,1177.123767,196.1872944,7.091107028,6.726421524
795,2/3/2026,2:00:00 AM,2,56,91,795,630.1406414,315.0703207,11.25251145,6.924622433
796,2/3/2026,3:00:00 AM,4,186,182,796,1150.314985,287.5787462,6.184489165,6.320412003
797,2/3/2026,4:00:00 AM,4,420,44,797,483.7860026,120.9465007,1.151871435,10.99513642
798,2/3/2026,5:00:00 AM,5,225,167,798,1136.289117,227.2578234,5.050173854,6.80412645
799,2/3/2026,6:00:00 AM,7,377,167,799,1234.714933,176.3878476,3.275105924,7.393502594
800,2/3/2026,7:00:00 AM,1,364,143,800,1001.925732,1001.925732,2.752543221,7.006473653
801,2/3/2026,8:00:00 AM,7,264,76,801,653.442645,93.34894928,2.475161534,8.597929539
802,2/3/2026,9:00:00 AM,1,131,89,802,562.3514805,562.3514805,4.292759393,6.31855596
803,2/3/2026,10:00:00 AM,3,272,16,803,211.6635256,70.55450853,0.778174726,13.22897035
804,2/3/2026,11:00:00 AM,5,421,189,804,1291.453315,258.2906629,3.067585071,6.833086321
805,2/3/2026,12:00:00 PM,4,472,23,805,354.3538899,88.58847249,0.750749767,15.40669087
806,2/3/2026,1:00:00 PM,6,451,82,806,768.3616546,128.0602758,1.703684378,9.370264081
807,2/3/2026,2:00:00 PM,1,492,152,807,1019.866773,1019.866773,2.072899946,6.709649825
808,2/3/2026,3:00:00 PM,7,152,158,808,1075.750623,153.6786604,7.077306729,6.808548246
809,2/3/2026,4:00:00 PM,4,322,172,809,1183.146742,295.7866854,3.674368763,6.878760126
810,2/3/2026,5:00:00 PM,1,63,75,810,489.1002427,489.1002427,7.763495916,6.521336569
811,2/3/2026,6:00:00 PM,1,208,100,811,703.775289,703.775289,3.383535043,7.03775289
812,2/3/2026,7:00:00 PM,1,201,139,812,904.7340006,904.7340006,4.501164182,6.508877702
813,2/3/2026,8:00:00 PM,6,157,172,813,1159.621238,193.2702064,7.386122536,6.741983943
814,2/3/2026,9:00:00 PM,5,237,29,814,353.1939212,70.63878424,1.49026971,12.17910073
815,2/3/2026,10:00:00 PM,6,350,19,815,328.859867,54.80997784,0.93959962,17.30841405
816,2/3/2026,11:00:00 PM,2,147,34,816,294.2693393,147.1346696,2.00183224,8.654980567
817,2/4/2026,12:00:00 AM,4,180,34,817,321.3754713,80.34386784,1.785419285,9.452219746
818,2/4/2026,1:00:00 AM,5,342,63,818,585.0945663,117.0189133,1.710802826,9.287215339
819,2/4/2026,2:00:00 AM,5,220,42,819,373.3107183,74.66214365,1.696866901,8.888350435
820,2/4/2026,3:00:00 AM,5,473,173,820,1231.119172,246.2238343,2.602788946,7.116295789
821,2/4/2026,4:00:00 AM,7,232,104,821,820.9830296,117.2832899,3.538719955,7.894067592
822,2/4/2026,5:00:00 AM,5,413,23,822,288.1489209,57.62978418,0.697697145,12.52821395
823,2/4/2026,6:00:00 AM,6,88,74,823,563.1653853,93.86089755,6.399606651,7.610343044
824,2/4/2026,7:00:00 AM,5,64,119,824,798.7032494,159.7406499,12.47973827,6.711792012
825,2/4/2026,8:00:00 AM,3,425,89,825,664.3273581,221.4424527,1.563123195,7.464352338
826,2/4/2026,9:00:00 AM,4,53,63,826,425.9619726,106.4904932,8.037018351,6.761301153
827,2/4/2026,10:00:00 AM,5,398,134,827,995.1307172,199.0261434,2.500328435,7.426348636
828,2/4/2026,11:00:00 AM,4,458,189,828,1362.418898,340.6047244,2.97471375,7.208565596
829,2/4/2026,12:00:00 PM,3,446,140,829,999.2112603,333.0704201,2.240383992,7.137223288
830,2/4/2026,1:00:00 PM,3,259,178,830,1227.101442,409.033814,4.737843405,6.893828326
831,2/4/2026,2:00:00 PM,4,210,143,831,982.8953768,245.7238442,4.680454175,6.873394244
832,2/4/2026,3:00:00 PM,1,65,34,832,277.8115411,277.8115411,4.274023709,8.170927678
833,2/4/2026,4:00:00 PM,2,475,150,833,1054.365252,527.1826259,2.219716319,7.029101678
834,2/4/2026,5:00:00 PM,7,157,126,834,906.6357124,129.5193875,5.77474976,7.195521527
835,2/4/2026,6:00:00 PM,1,431,145,835,1025.354508,1025.354508,2.37901278,7.071410401
